id,ACTION
1,0.22973282262587985
2,0.9999999999919169
3,0.9999999929696162
4,0.9999999415433983
5,0.999999999999732
6,0.999999999998713
7,0.9975667114839605
8,0.9999999999999976
9,0.999681130042258
10,0.999999801968943
11,0.9999999184273312
12,0.9995668771375893
13,0.9999999995219715
14,0.051846444536262075
15,0.9996437521689171
16,0.9999999319407451
17,0.03845590737221365
18,0.9574997844479105
19,0.9999999999997498
20,0.9999999999982714
21,0.9999999891135293
22,0.9999768910797754
23,0.9999999999775671
24,0.9999992689640405
25,0.9999999996938373
26,0.994033100074044
27,0.9999999844831591
28,0.9999824356902115
29,0.9999999832537089
30,0.9993219646724096
31,0.9999999975936309
32,0.9999988148315446
33,0.9999982692741363
34,0.9999999995774427
35,0.999999993374501
36,0.9999999991019684
37,0.9999998766061043
38,0.9999999771016707
39,0.9999988816518895
40,0.9999738748491349
41,0.20756769432156263
42,0.9999999999666784
43,0.9999998267945056
44,0.9999999999859277
45,0.9999999999961939
46,0.9974971138939723
47,0.9999999999999989
48,0.9999996389294219
49,0.9999999999999067
50,0.9999999974940068
51,0.9977590085222292
52,0.9999999991193653
53,0.9999998998683122
54,0.9999999999999893
55,0.9999999993684476
56,0.9999999883862188
57,0.9999998989192622
58,0.9999999999991902
59,0.9999999776334475
60,0.9999999999987528
61,0.9999999997206075
62,0.999999948744535
63,0.9999999610071921
64,0.9999999988378481
65,0.9999999952462726
66,0.9999999886435159
67,0.9999803557129806
68,0.9999999999999969
69,0.9999996795909968
70,0.020521066811532547
71,0.999999935108504
72,0.9999999999076625
73,0.9999999999991915
74,0.9999999978086047
75,0.9999999561423804
76,0.9999999999476747
77,0.9999999986393056
78,0.9999399314519887
79,0.8517004833079438
80,0.9999998892928281
81,0.9999999999999931
82,0.9999999902877671
83,0.9999997984589246
84,0.9999999998902109
85,0.9999998714152277
86,0.9999181368295968
87,0.99999998761385
88,0.9999999929861854
89,0.9999999999982847
90,0.9271689164941441
91,0.999999524720851
92,0.9246428742746147
93,0.9999999999997253
94,0.9999996810042188
95,0.9999999454751117
96,0.9999999998518945
97,0.22612092862294472
98,0.9999995391461013
99,0.9999999999107001
100,0.9999999999932772
101,0.9996394853982851
102,0.9999889771738771
103,0.9999999919980412
104,0.999983729909404
105,0.9149567592866584
106,0.9999999994813986
107,0.9999999999992533
108,0.9999999695176516
109,0.9999999983542016
110,0.9999999001776965
111,0.8659708309758309
112,0.9999999996434994
113,0.9987874007753753
114,0.9999999998084346
115,0.999999994062277
116,0.9999998142744678
117,0.9998104344242303
118,0.9999999993162632
119,0.9999999999999256
120,0.9999999873975415
121,0.9999546470961821
122,0.9999999999982498
123,0.9999593286151175
124,0.9999999999988816
125,0.9999999904763882
126,0.9693481324078526
127,0.9960655329974285
128,0.5144171053896525
129,0.9999999744503787
130,0.9999996222294724
131,0.9999999999798859
132,0.9999999999993783
133,0.9999999823131526
134,0.5313125819235968
135,0.9999999999993066
136,0.9999998961070805
137,0.9999999994797257
138,0.9999978013542071
139,0.9999832825994207
140,0.9999999999999949
141,0.9998408570672829
142,0.9999999593553416
143,0.9999999991147623
144,0.9999999999829561
