id,ACTION
1,0.7685864155441692
2,0.9923606326018359
3,0.9859987244439637
4,0.948751489959449
5,0.9951076868656265
6,0.9777279447981689
7,0.9760666693730947
8,0.993947705893774
9,0.8287411003460463
10,0.9689337919680626
11,0.9271775135360981
12,0.956592261064533
13,0.9357502626430054
14,0.9113904801675643
15,0.9613965816763563
16,0.9764425074393099
17,0.910572026062271
18,0.9347056908943668
19,0.9796930805740568
20,0.9629166093829457
21,0.9809096635488953
22,0.9392987062231585
23,0.9171000279435858
24,0.9660371719929753
25,0.9662761740995593
26,0.9623159537260277
27,0.9753545916247519
28,0.745713415579052
29,0.9797443395924633
30,0.9451502540112129
31,0.9834304916847564
32,0.965237113181484
33,0.9652128971938402
34,0.977173714622371
35,0.9859960041472461
36,0.9713643933606773
37,0.9735633729151812
38,0.9551113025163762
39,0.9327434383704037
40,0.9137915658856618
41,0.9135012613140153
42,0.9823781652793533
43,0.9635424560784472
44,0.9909268463697667
45,0.972024691180294
46,0.9225778097948825
47,0.9939063816092448
48,0.9618358269688697
49,0.9954250130168515
50,0.9832245410201259
51,0.9519216572148409
52,0.9898508627365149
53,0.9840881320396909
54,0.9928061320713186
55,0.9009807258256878
56,0.861666634501827
57,0.9762329499671716
58,0.993703400619646
59,0.979631399993915
60,0.973913421795817
61,0.9890671168458262
62,0.9210342169644332
63,0.9479337212478081
64,0.9715256421218642
65,0.9894739260071366
66,0.9916542730029895
67,0.9120304338597383
68,0.9922375303718343
69,0.8924725348602839
70,0.8922241357926849
71,0.9140883554655491
72,0.986656933524839
73,0.9686495532646059
74,0.9877443996564266
75,0.9851011398207165
76,0.9832025890689505
77,0.9603912377040789
78,0.8499319330251176
79,0.7556676797730298
80,0.9699581295015072
81,0.9914300493957239
82,0.9778649946088421
83,0.9578024645359468
84,0.9907266024015098
85,0.9415784009592052
86,0.8659793912691754
87,0.9580550969544752
88,0.9787521736201755
89,0.9861085262516739
90,0.9249186494344767
91,0.9436616503881591
92,0.883594901018709
93,0.9834396951475497
94,0.8660057532867191
95,0.9788646429887605
96,0.9302124122087555
97,0.7644079687238473
98,0.9501210641097445
99,0.9817845061732583
100,0.9778420902099392
101,0.9567401787754811
102,0.7108992946540206
103,0.9382466325401714
104,0.9263962544325172
105,0.7607608957893695
106,0.9876288543869256
107,0.9832953630512479
108,0.9466801652189546
109,0.9900933768687902
110,0.9733788038866685
111,0.8230114468058862
112,0.9813112023942753
113,0.9636829900672546
114,0.9681410277148226
115,0.9495421611349935
116,0.9799017958745632
117,0.9888589348552022
118,0.9801961633456433
119,0.9946592009385243
120,0.9798028850567563
121,0.9294270819407595
122,0.960116696005324
123,0.9071017446281485
124,0.9469482202651097
125,0.9774582838309204
126,0.881214242187657
127,0.8556376893698315
128,0.913806431465537
129,0.8638165708815015
130,0.9296955770788714
131,0.9921643111583678
132,0.9726423171587206
133,0.949775253467705
134,0.9078141542903386
135,0.9688428020856598
136,0.9256056189977139
137,0.9896330157472822
138,0.9610333087744952
139,0.9126264732775357
140,0.9913788256074297
141,0.9459049641990925
142,0.8690586978090847
143,0.9934573282122027
144,0.9921285286611057
145,0.9930753748678991
146,0.8606860882800291
147,0.8826928786639039
148,0.9166994903895868
149,0.9890847717225564
150,0.9838848835939534
151,0.979020656297722
152,0.9278658570098016
153,0.96497277682877
154,0.9442827066255128
155,0.9626692674613748
156,0.9410523946702883
157,0.9426728830511454
158,0.9619981206026749
159,0.9389191464640251
160,0.8989262348073106
161,0.8305782980413894
162,0.9722763959310798
163,0.9752107210258599
164,0.9645277204349967
165,0.9824075571877177
166,0.9925015309866704
167,0.9501671088137557
168,0.9589276535653775
169,0.9678674646429776
170,0.988329703266258
171,0.9796496084396688
172,0.9160135651652939
173,0.9845522007992905
174,0.9854697884292951
175,0.9533295224656694
176,0.9808487269426381
177,0.9245584325657319
178,0.9861032267787531
179,0.9724030692965137
180,0.8826928786639039
181,0.6339291170767483
182,0.9296955770788714
183,0.9677642804630828
184,0.8546483774399922
185,0.9543235073588467
186,0.8332558519174826
187,0.977326825578789
188,0.967201325602223
189,0.8266164415639811
190,0.9724022851493819
191,0.9956554648474479
192,0.9043671733212006
193,0.9940499916930734
194,0.9834908109635181
195,0.9706407281948689
196,0.9921630609296135
197,0.9897972920165704
198,0.970574213580625
199,0.9676389949926617
200,0.6661636221219265
201,0.9464916826005101
202,0.9652254686250883
203,0.9553388801946252
204,0.9411654142120174
205,0.9708727001582743
206,0.946229608866261
207,0.9919839820477997
208,0.9339456335975546
209,0.8280914845962704
210,0.9047267331656016
211,0.9457407228438528
212,0.9322968703135945
213,0.9939828024690718
214,0.9405191433553393
215,0.9632517166412092
216,0.9095640496739187
217,0.9610455330680618
218,0.9853950387386464
219,0.9693791113677943
220,0.9597076612492634
221,0.8845222580705331
222,0.9923036271969241
223,0.9861131976474871
224,0.915215564464415
225,0.9907346691497472
226,0.8955370098608246
227,0.9063953412321424
228,0.9758906274729591
229,0.9917402479183847
230,0.9853044188371513
231,0.9284308395190394
232,0.9034952785295245
233,0.9399703010626483
234,0.7867247750884503
235,0.9528000281317945
236,0.9195643048916932
237,0.9781383064021536
238,0.9754380669947085
239,0.90894177942609
240,0.9898560391400604
241,0.9432513059745945
242,0.7940549289784636
243,0.6264875417773942
244,0.9673118923279099
245,0.932495764030004
246,0.989435347255397
247,0.9313938891123721
248,0.9463100313916406
249,0.9836676072552125
250,0.9871264015538099
